j,t,Girls,Boys,Women,Men
30336002239,2004,2,2,1,2
30336002275,2004,0,0,3,0
30336002291,2004,2,2,1,6
30336002312,2004,0,0,1,1
30336002344,2004,0,0,2,1
30336002369,2004,5,5,2,1
30336002383,2004,0,0,2,0
30336002387,2004,1,1,1,3
30336002400,2004,2,2,2,4
30338002021,2004,0,0,0,1
30338002063,2004,1,1,1,3
30338002070,2004,0,0,1,1
30338002124,2004,1,1,1,2
30338002176,2004,1,1,2,1
30338002207,2004,0,0,0,1
30338002216,2004,2,2,1,1
30338002221,2004,0,0,0,2
30338002270,2004,5,5,2,1
30338002278,2004,1,1,2,0
30338002329,2004,0,0,0,1
30338002344,2004,1,1,3,1
30338002364,2004,2,2,1,1
30338002388,2004,2,2,1,1
30338002395,2004,1,1,1,1
30338002398,2004,1,1,1,2
30338002400,2004,1,1,1,1
30338002439,2004,0,0,1,1
30338002467,2004,3,3,1,2
30338002508,2004,2,2,2,3
30338005008,2004,0,0,1,1
30338005056,2004,1,1,1,1
30338005082,2004,1,1,1,1
30338005087,2004,2,2,1,1
30338005094,2004,0,0,0,1
30338005110,2004,1,1,1,0
30338005125,2004,1,1,1,1
30338005136,2004,0,0,0,1
30338005142,2004,2,2,1,1
30338005184,2004,0,0,1,1
30338005195,2004,2,2,1,1
30338005198,2004,1,1,1,0
30338005207,2004,0,0,1,1
30338005245,2004,2,2,1,1
30338005246,2004,0,0,1,0
30338005259,2004,0,0,1,1
30338005266,2004,0,0,0,1
30338005283,2004,1,1,2,0
30338005298,2004,2,2,1,1
30338005312,2004,0,0,0,1
30338006015,2004,0,0,0,1
30338006022,2004,1,1,1,1
30338006023,2004,1,1,1,1
30338006035,2004,1,1,1,1
30338006057,2004,0,0,1,3
30338006062,2004,2,2,1,1
30338006075,2004,2,2,1,1
30338006081,2004,0,0,1,1
30338006096,2004,0,0,1,2
30338006097,2004,0,0,1,1
30338006123,2004,1,1,1,1
30338006129,2004,3,3,1,2
30338006141,2004,2,2,1,1
30338006155,2004,2,2,1,1
30338006165,2004,1,1,1,1
30338006187,2004,1,1,1,1
30338006235,2004,1,1,1,1
30338006256,2004,1,1,2,1
30338006261,2004,0,0,1,0
30338006268,2004,3,3,1,1
30338008022,2004,2,2,1,1
30338008027,2004,0,0,1,1
30338008038,2004,0,0,2,0
30338008044,2004,1,1,1,0
30338008074,2004,0,0,1,1
30338008097,2004,1,1,1,1
30338008099,2004,0,0,1,1
30338008101,2004,2,2,1,3
30338008102,2004,1,1,1,0
30338008122,2004,3,3,1,1
30338008155,2004,1,1,1,1
30338008159,2004,2,2,1,2
30338008163,2004,0,0,0,1
30338008167,2004,1,1,1,1
30338008197,2004,2,2,0,1
30338008212,2004,0,0,2,2
30338008234,2004,2,2,1,1
30338008239,2004,1,1,1,1
30338008264,2004,1,1,2,1
30338008281,2004,0,0,1,2
30340001009,2004,1,1,2,1
30340001011,2004,1,1,1,1
30340001020,2004,0,0,1,1
30340001024,2004,0,0,2,1
30340001042,2004,0,0,0,4
30340001047,2004,0,0,3,2
30340001058,2004,3,3,1,1
30340001060,2004,0,0,1,3
30340001070,2004,1,1,1,2
30340001075,2004,2,2,4,1
30340001085,2004,0,0,1,2
30340001096,2004,0,0,5,2
30340001107,2004,1,1,1,0
30340001112,2004,5,5,3,1
30340001135,2004,2,2,0,1
30340001146,2004,3,3,1,4
30340001158,2004,2,2,1,1
30340001172,2004,2,2,3,2
30340001193,2004,0,0,1,1
30340001208,2004,0,0,3,0
30342002007,2004,0,0,1,1
30342002011,2004,0,0,0,3
30342002014,2004,2,2,1,3
30342002015,2004,1,1,1,1
30342002037,2004,0,0,0,1
30342002041,2004,1,1,1,1
30342002067,2004,1,1,1,2
30342002077,2004,0,0,1,1
30342002098,2004,2,2,1,2
30342002100,2004,2,2,4,3
30342002104,2004,2,2,3,1
30342002110,2004,1,1,1,1
30342002111,2004,0,0,1,2
30342002114,2004,2,2,1,1
30342002130,2004,3,3,1,1
30342002161,2004,0,0,4,0
30342002167,2004,2,2,1,2
30342002191,2004,1,1,0,2
30342002240,2004,3,3,1,1
30342002246,2004,3,3,3,0
30401037019,2004,0,0,1,0
30401037025,2004,0,0,1,0
30401037053,2004,0,0,1,0
30401037098,2004,1,1,1,2
30401037104,2004,0,0,1,1
30401037109,2004,0,0,1,2
30401037111,2004,2,2,1,1
30401037122,2004,1,1,1,1
30401037132,2004,4,4,2,2
30401037134,2004,2,2,1,1
30401037143,2004,1,1,3,3
30401037145,2004,1,1,1,1
30401037147,2004,4,4,1,2
30401037155,2004,1,1,1,1
30401037167,2004,0,0,1,1
30401037168,2004,0,0,1,0
30401037179,2004,2,2,3,1
30401037193,2004,1,1,1,1
30401037225,2004,3,3,1,1
30401037227,2004,0,0,1,1
30402012010,2004,1,1,1,1
30402012032,2004,1,1,1,1
30402012043,2004,0,0,1,1
30402012052,2004,2,2,2,0
30402012106,2004,0,0,2,0
30402012117,2004,2,2,1,0
30402012166,2004,0,0,2,0
30402012174,2004,2,2,1,1
30402012179,2004,2,2,1,1
30402012183,2004,0,0,0,1
30402012188,2004,1,1,1,1
30402012193,2004,2,2,1,2
30402012234,2004,0,0,1,1
30402012247,2004,4,4,1,1
30402012256,2004,0,0,1,2
30402012265,2004,0,0,1,0
30402012274,2004,0,0,1,0
30402012294,2004,1,1,1,0
30402012304,2004,0,0,1,1
30402012335,2004,2,2,1,1
30402019009,2004,2,2,2,1
30402019014,2004,1,1,1,2
30402019018,2004,3,3,1,1
30402019040,2004,1,1,1,0
30402019056,2004,0,0,2,3
30402019073,2004,0,0,1,2
30402019080,2004,0,0,1,0
30402019082,2004,0,0,1,3
30402019090,2004,2,2,1,0
30402019103,2004,0,0,1,2
30402019123,2004,0,0,1,1
30402019131,2004,2,2,1,1
30402019147,2004,4,4,1,1
30402019159,2004,1,1,1,1
30402019171,2004,2,2,1,1
30402019199,2004,2,2,2,0
30402019206,2004,0,0,2,0
30402019211,2004,2,2,2,0
30402019214,2004,1,1,1,1
30402019218,2004,0,0,0,1
30402028003,2004,0,0,2,0
30402028008,2004,0,0,0,1
30402028015,2004,1,1,1,1
30402028018,2004,0,0,1,0
30402028020,2004,2,2,1,1
30402028044,2004,1,1,1,1
30402028050,2004,2,2,3,1
30402028055,2004,0,0,1,0
30402028098,2004,1,1,1,0
30402028111,2004,0,0,1,3
30402028121,2004,0,0,0,2
30402028143,2004,2,2,1,0
30402028150,2004,3,3,1,0
30402028173,2004,2,2,1,1
30402028186,2004,1,1,1,1
30402028208,2004,0,0,1,1
30402028222,2004,1,1,1,1
30402028232,2004,1,1,1,0
30402028234,2004,1,1,1,1
30402028243,2004,0,0,1,0
30402032002,2004,3,3,1,1
30402032011,2004,1,1,1,1
30402032021,2004,0,0,1,2
30402032034,2004,0,0,2,0
30402032040,2004,0,0,1,1
30402032053,2004,0,0,1,2
30402032061,2004,1,1,0,1
30402032073,2004,0,0,1,1
30402032080,2004,0,0,1,1
30402032081,2004,2,2,2,0
30402032088,2004,0,0,0,1
30402032093,2004,3,3,1,2
30402032113,2004,2,2,1,1
30402032116,2004,0,0,3,1
30402032122,2004,0,0,3,1
30402032142,2004,0,0,3,4
30402032150,2004,1,1,2,2
30402032158,2004,2,2,1,0
30402032161,2004,1,1,2,2
30402032164,2004,2,2,2,4
30402034007,2004,0,0,0,1
30402034033,2004,2,2,1,1
30402034037,2004,2,2,1,1
30402034061,2004,1,1,1,1
30402034071,2004,1,1,1,1
30402034076,2004,2,2,2,0
30402034083,2004,0,0,1,0
30402034092,2004,1,1,1,1
30402034117,2004,2,2,1,1
30402034126,2004,5,5,2,4
30402034129,2004,2,2,1,1
30402034151,2004,0,0,1,1
30402034164,2004,0,0,1,1
30402034193,2004,1,1,1,2
30402034203,2004,0,0,0,1
30402034222,2004,0,0,1,2
30402034252,2004,2,2,2,2
30402034255,2004,2,2,1,1
30402034267,2004,1,1,1,1
30402034285,2004,0,0,1,1
30404010001,2004,0,0,2,1
30404010023,2004,0,0,2,2
30404010027,2004,3,3,1,1
30404010039,2004,4,4,3,1
30404010048,2004,0,0,3,1
30404010061,2004,1,1,1,0
30404010068,2004,3,3,2,2
30404010089,2004,0,0,1,1
30404010095,2004,0,0,1,0
30404010104,2004,0,0,2,1
30404010113,2004,3,3,2,1
30404010116,2004,5,5,4,1
30404010129,2004,2,2,1,1
30404010134,2004,2,2,1,1
30404010156,2004,1,1,1,1
30404010164,2004,0,0,1,0
30404010170,2004,2,2,1,1
30404010181,2004,2,2,1,1
30404010184,2004,1,1,4,1
30404010206,2004,1,1,1,1
30404017017,2004,3,3,1,1
30404017038,2004,2,2,3,1
30404017053,2004,1,1,1,2
30404017063,2004,0,0,0,1
30404017070,2004,2,2,2,1
30404017071,2004,0,0,1,2
30404017074,2004,0,0,1,0
30404017087,2004,0,0,1,1
30404017115,2004,2,2,3,2
30404017119,2004,1,1,2,0
30404017121,2004,0,0,1,1
30404017124,2004,1,1,2,1
30404017147,2004,4,4,2,0
30404017158,2004,3,3,1,1
30404017162,2004,2,2,1,1
30404017225,2004,1,1,3,2
30404017240,2004,1,1,1,1
30404017241,2004,4,4,2,0
30404017263,2004,4,4,2,1
30404017269,2004,1,1,2,2
30406003018,2004,1,1,1,2
30406003039,2004,0,0,1,0
30406003043,2004,1,1,1,1
30406003052,2004,4,4,2,1
30406003093,2004,0,0,1,1
30406003152,2004,1,1,1,1
30406003168,2004,1,1,3,0
30406003176,2004,2,2,1,2
30406003226,2004,1,1,1,1
30406003260,2004,3,3,1,3
30406003261,2004,0,0,1,0
30406003264,2004,1,1,1,0
30406003278,2004,5,5,1,1
30406003288,2004,0,0,1,1
30406003306,2004,0,0,1,0
30406003307,2004,5,5,2,1
30406003311,2004,1,1,1,1
30406003328,2004,2,2,1,1
30406003357,2004,0,0,1,2
30406003358,2004,2,2,1,1
30406014031,2004,1,1,1,1
30406014046,2004,0,0,1,0
30406014047,2004,0,0,1,1
30406014052,2004,1,1,1,1
30406014080,2004,1,1,1,1
30406014081,2004,4,4,1,1
30406014082,2004,1,1,1,1
30406014088,2004,1,1,1,1
30406014090,2004,1,1,1,2
30406014095,2004,0,0,1,1
30406014118,2004,2,2,1,1
30406014121,2004,3,3,1,1
30406014125,2004,2,2,2,0
30406014127,2004,5,5,1,2
30406014145,2004,2,2,1,1
30406014147,2004,0,0,2,0
30406014168,2004,2,2,1,1
30406014184,2004,0,0,1,1
30406014210,2004,2,2,1,1
30406014211,2004,3,3,1,1
30406019004,2004,1,1,1,1
30406019008,2004,0,0,1,1
30406019011,2004,0,0,2,1
30406019016,2004,2,2,2,0
30406019037,2004,3,3,1,1
30406019044,2004,2,2,1,1
30406019055,2004,1,1,1,1
30406019058,2004,1,1,1,1
30406019061,2004,0,0,1,1
30406019073,2004,2,2,1,1
30406019079,2004,1,1,1,1
30406019081,2004,0,0,1,1
30406019093,2004,2,2,1,1
30406019096,2004,1,1,1,1
30406019112,2004,2,2,2,3
30406019131,2004,1,1,1,1
30406019135,2004,2,2,1,0
30406019141,2004,1,1,1,1
30406019160,2004,0,0,1,1
30406019163,2004,1,1,1,1
30406020014,2004,0,0,0,1
30406020043,2004,0,0,1,1
30406020044,2004,3,3,3,3
30406020048,2004,0,0,2,0
30406020087,2004,0,0,1,1
30406020093,2004,1,1,2,2
30406020132,2004,0,0,1,1
30406020134,2004,2,2,1,1
30406020135,2004,1,1,3,1
30406020196,2004,1,1,1,3
30406020197,2004,0,0,1,0
30406020209,2004,1,1,1,1
30406020215,2004,1,1,2,1
30406020220,2004,2,2,1,1
30406020267,2004,2,2,1,1
30406020277,2004,1,1,2,0
30406020281,2004,0,0,1,1
30406020285,2004,2,2,1,1
30406020306,2004,0,0,1,2
30406020308,2004,0,0,1,0
30501011030,2004,0,0,1,1
30501011045,2004,0,0,2,3
30501011047,2004,1,1,1,1
30501011049,2004,2,2,1,0
30501011055,2004,1,1,2,0
30501011119,2004,0,0,1,1
30501011137,2004,2,2,3,0
30501011138,2004,0,0,1,1
30501011152,2004,1,1,0,1
30501011165,2004,2,2,1,0
30501011169,2004,0,0,1,1
30501011173,2004,0,0,1,2
30501011181,2004,2,2,2,0
30501011209,2004,1,1,1,1
30501011254,2004,1,1,1,3
30501011265,2004,0,0,0,3
30501011271,2004,3,3,1,1
30501011278,2004,1,1,2,0
30501011281,2004,0,0,1,1
30501011283,2004,0,0,1,0
30501034003,2004,0,0,1,2
30501034010,2004,1,1,1,0
30501034015,2004,0,0,1,0
30501034020,2004,1,1,2,1
30501034025,2004,1,1,1,1
30501034029,2004,1,1,1,3
30501034039,2004,0,0,2,0
30501034042,2004,0,0,1,0
30501034046,2004,2,2,2,2
30501034057,2004,2,2,1,1
30501034061,2004,1,1,1,1
30501034066,2004,3,3,1,0
30501034071,2004,0,0,0,1
30501034079,2004,2,2,1,1
30501034083,2004,1,1,2,3
30501034089,2004,1,1,1,1
30501034095,2004,1,1,1,4
30501034104,2004,1,1,1,5
30501034107,2004,0,0,1,1
30501034114,2004,2,2,4,1
30501809002,2004,2,2,1,1
30501809005,2004,1,1,1,1
30501809025,2004,1,1,1,1
30501809036,2004,0,0,1,1
30501809057,2004,0,0,1,0
30501809094,2004,0,0,1,1
30501809115,2004,2,2,1,2
30501809122,2004,2,2,1,1
30501809143,2004,1,1,1,2
30501809166,2004,2,2,0,3
30501809177,2004,0,0,1,1
30501809189,2004,2,2,2,1
30501809206,2004,1,1,1,1
30501809217,2004,0,0,1,0
30501809242,2004,0,0,1,1
30501809247,2004,2,2,1,1
30501809270,2004,0,0,1,0
30501809286,2004,0,0,1,2
30501809299,2004,2,2,1,1
30501809309,2004,1,1,1,2
30503021007,2004,1,1,1,0
30503021009,2004,1,1,1,1
30503021036,2004,1,1,3,1
30503021046,2004,1,1,3,2
30503021063,2004,1,1,1,0
30503021068,2004,1,1,1,2
30503021083,2004,0,0,3,0
30503021096,2004,2,2,1,1
30503021118,2004,0,0,1,1
30503021139,2004,3,3,1,1
30503021154,2004,0,0,1,1
30503021157,2004,3,3,1,1
30503021187,2004,0,0,1,1
30503021199,2004,2,2,1,1
30503021213,2004,0,0,2,2
30503021224,2004,1,1,1,1
30503021226,2004,2,2,2,0
30503021229,2004,3,3,1,2
30503021247,2004,1,1,1,0
30503021252,2004,1,1,2,0
30506031021,2004,0,0,1,2
30506031041,2004,1,1,0,2
30506031044,2004,0,0,0,2
30506031057,2004,1,1,1,2
30506031073,2004,0,0,0,1
30506031077,2004,2,2,2,1
30506031087,2004,0,0,1,1
30506031091,2004,1,1,1,2
30506031098,2004,0,0,1,2
30506031129,2004,2,2,1,1
30506031141,2004,4,4,1,0
30506031153,2004,0,0,1,1
30506031166,2004,0,0,0,1
30506031180,2004,0,0,1,1
30506031204,2004,1,1,2,3
30506031215,2004,1,1,1,0
30506031218,2004,0,0,1,1
30506031227,2004,0,0,1,1
30506031232,2004,1,1,1,1
30506031242,2004,0,0,1,0
30506040019,2004,0,0,1,3
30506040025,2004,3,3,1,1
30506040044,2004,2,2,2,1
30506040062,2004,0,0,1,1
30506040067,2004,1,1,1,1
30506040089,2004,2,2,1,1
30506040090,2004,0,0,1,1
30506040136,2004,2,2,2,1
30506040163,2004,1,1,1,0
30506040174,2004,0,0,0,1
30506040183,2004,3,3,1,1
30506040185,2004,2,2,1,1
30506040206,2004,2,2,1,1
30506040223,2004,1,1,1,1
30506040233,2004,2,2,1,0
30506040265,2004,0,0,1,0
30506040274,2004,0,0,1,1
30506040336,2004,1,1,1,1
30506040337,2004,0,0,1,1
30506040341,2004,1,1,1,1
30506055006,2004,1,1,1,2
30506055012,2004,0,0,0,1
30506055041,2004,2,2,2,2
30506055047,2004,1,1,1,1
30506055058,2004,2,2,2,1
30506055068,2004,1,1,1,1
30506055071,2004,1,1,2,3
30506055075,2004,2,2,1,2
30506055089,2004,0,0,0,1
30506055092,2004,3,3,1,1
30506055117,2004,1,1,1,2
30506055120,2004,0,0,1,3
30506055124,2004,1,1,1,2
30506055138,2004,0,0,1,2
30506055157,2004,0,0,1,1
30506055158,2004,0,0,0,1
30506055163,2004,1,1,1,1
30506055164,2004,2,2,1,1
30506055171,2004,0,0,1,2
30506055181,2004,2,2,1,1
30507015014,2004,0,0,1,1
30507015025,2004,2,2,1,1
30507015036,2004,2,2,1,1
30507015055,2004,2,2,1,1
30507015057,2004,1,1,2,0
30507015085,2004,1,1,1,1
30507015098,2004,3,3,2,0
30507015102,2004,1,1,1,1
30507015106,2004,1,1,1,3
30507015112,2004,1,1,1,1
30507015139,2004,0,0,2,1
30507015178,2004,1,1,1,1
30507015190,2004,0,0,1,0
30507015218,2004,3,3,1,1
30507015222,2004,0,0,0,1
30507015251,2004,1,1,1,1
30507015253,2004,1,1,1,1
30507015261,2004,0,0,1,1
30507015267,2004,2,2,1,1
30507015272,2004,1,1,1,1
30507019008,2004,0,0,2,1
30507019067,2004,0,0,1,1
30507019091,2004,3,3,2,1
30507019106,2004,4,4,3,2
30507019154,2004,0,0,0,2
30507019155,2004,2,2,1,1
30507019187,2004,0,0,2,4
30507019202,2004,0,0,1,0
30507019203,2004,0,0,1,1
30507019210,2004,2,2,1,1
30507019223,2004,1,1,0,1
30507019227,2004,0,0,1,0
30507019242,2004,1,1,1,0
30507019244,2004,1,1,1,1
30507019278,2004,1,1,1,2
30507019305,2004,0,0,0,1
30507019336,2004,1,1,2,2
30507019343,2004,1,1,1,0
30507019348,2004,2,2,1,2
30507019357,2004,1,1,1,1
30508027003,2004,2,2,2,1
30508027016,2004,0,0,0,1
30508027036,2004,2,2,1,1
30508027044,2004,0,0,1,1
30508027067,2004,1,1,1,2
30508027069,2004,0,0,1,1
30508027078,2004,0,0,0,1
30508027112,2004,1,1,1,0
30508027116,2004,2,2,1,1
30508027121,2004,3,3,1,2
30508027132,2004,1,1,1,2
30508027138,2004,1,1,1,1
30508027141,2004,0,0,1,1
30508027149,2004,0,0,1,0
30508027156,2004,1,1,1,1
30508027163,2004,2,2,1,0
30508027191,2004,1,1,1,1
30508027212,2004,2,2,1,1
30508027213,2004,1,1,1,1
30508027217,2004,0,0,1,0
30508039008,2004,0,0,1,0
30508039009,2004,0,0,1,1
30508039017,2004,1,1,1,1
30508039047,2004,1,1,1,1
30508039051,2004,1,1,1,1
30508039057,2004,1,1,0,1
30508039058,2004,2,2,1,1
30508039078,2004,3,3,1,2
30508039079,2004,1,1,1,1
30508039085,2004,0,0,1,1
30508039093,2004,3,3,2,1
30508039135,2004,0,0,1,1
30508039141,2004,2,2,1,1
30508039152,2004,2,2,1,2
30508039164,2004,3,3,3,2
30508039175,2004,0,0,1,0
30508039224,2004,4,4,1,1
30508039236,2004,0,0,4,1
30508039249,2004,2,2,2,1
30508039274,2004,0,0,1,1
30508053043,2004,2,2,1,1
30508053055,2004,0,0,1,2
30508053080,2004,1,1,2,1
30508053150,2004,3,3,1,1
30508053169,2004,1,1,1,1
30508053171,2004,2,2,1,1
30508053179,2004,2,2,1,3
30508053194,2004,0,0,1,1
30508053224,2004,0,0,1,1
30508053301,2004,1,1,1,1
30508053306,2004,0,0,1,1
30508053339,2004,0,0,1,1
30508053361,2004,2,2,1,2
30508053374,2004,1,1,1,0
30508053381,2004,0,0,0,1
30508053385,2004,0,0,1,0
30508053403,2004,2,2,1,2
30508053415,2004,2,2,1,1
30508053427,2004,0,0,1,1
30508053430,2004,3,3,1,1
30531004007,2004,0,0,1,1
30531004021,2004,0,0,2,0
30531004041,2004,0,0,1,1
30531004063,2004,0,0,1,1
30531004075,2004,0,0,1,1
30531004085,2004,1,1,1,0
30531004106,2004,0,0,0,1
30531004127,2004,0,0,1,1
30531004144,2004,1,1,0,2
30531004170,2004,2,2,0,1
30531004191,2004,1,1,1,1
30531004209,2004,0,0,0,1
30531004220,2004,0,0,1,0
30531004234,2004,0,0,0,1
30531004276,2004,2,2,1,1
30531004292,2004,1,1,1,2
30531004319,2004,2,2,3,0
30531004355,2004,2,2,2,1
30531004398,2004,1,1,2,2
30531004448,2004,1,1,1,1
30531009030,2004,0,0,2,1
30531009038,2004,1,1,2,3
30531009058,2004,1,1,3,1
30531009060,2004,4,4,1,1
30531009093,2004,3,3,1,2
30531009101,2004,0,0,1,1
30531009120,2004,2,2,1,2
30531009139,2004,0,0,0,1
30531009199,2004,2,2,1,1
30531009220,2004,0,0,0,2
30531009272,2004,1,1,1,1
30531009323,2004,2,2,1,1
30531009366,2004,0,0,1,2
30531009394,2004,0,0,1,2
30531009453,2004,0,0,1,1
30531009512,2004,1,1,0,2
30531009529,2004,0,0,0,1
30531009718,2004,0,0,1,3
30531009744,2004,2,2,1,1
30531009752,2004,0,0,1,0
30533007002,2004,2,2,1,1
30533007005,2004,1,1,1,2
30533007007,2004,0,0,1,1
30533007034,2004,1,1,1,1
30533007035,2004,0,0,1,1
30533007056,2004,0,0,1,1
30533007080,2004,0,0,0,1
30533007115,2004,0,0,1,2
30533007124,2004,0,0,1,1
30533007125,2004,1,1,2,1
30533007153,2004,0,0,1,1
30533007165,2004,1,1,1,1
30533007189,2004,3,3,1,1
30533007206,2004,1,1,1,1
30533007213,2004,2,2,1,1
30533007221,2004,3,3,2,1
30533007226,2004,0,0,1,1
30533007247,2004,2,2,1,1
30533007291,2004,0,0,1,1
30533007300,2004,0,0,1,0
30533014002,2004,1,1,2,4
30533014005,2004,0,0,1,2
30533014014,2004,0,0,2,1
30533014021,2004,2,2,4,3
30533014033,2004,0,0,1,1
30533014035,2004,0,0,1,0
30533014051,2004,3,3,1,0
30533014079,2004,0,0,1,0
30533014096,2004,1,1,1,2
30533014101,2004,2,2,1,1
30533014125,2004,1,1,1,1
30533014166,2004,3,3,1,2
30533014192,2004,3,3,1,2
30533014278,2004,0,0,1,1
30533014289,2004,2,2,1,1
30533014296,2004,0,0,0,1
30533014309,2004,0,0,1,1
30533014315,2004,1,1,1,1
30533014324,2004,3,3,1,1
30533014326,2004,0,0,1,1
30534009031,2004,1,1,1,1
30534009163,2004,1,1,4,1
30534009171,2004,1,1,1,1
30534009179,2004,2,2,1,2
30534009274,2004,0,0,1,1
30534009335,2004,4,4,1,1
30534009385,2004,0,0,2,2
30534009515,2004,0,0,1,1
30534009526,2004,0,0,1,1
30534009650,2004,1,1,1,2
30534009734,2004,0,0,1,1
30534009743,2004,0,0,1,1
30534009775,2004,2,2,1,1
30534009785,2004,0,0,1,1
30534009866,2004,4,4,1,1
30534009901,2004,1,1,1,1
30534009931,2004,1,1,1,2
30534009989,2004,4,4,1,1
30534009998,2004,1,1,1,1
30534009999,2004,2,2,1,1
30535008055,2004,4,4,1,1
30535008128,2004,2,2,1,3
30535008137,2004,1,1,1,0
30535008159,2004,0,0,0,3
30535008168,2004,1,1,3,1
30535008221,2004,3,3,1,0
30535008329,2004,0,0,0,2
30535008333,2004,0,0,0,1
30535008358,2004,1,1,1,2
30535008367,2004,0,0,1,1
30535008369,2004,0,0,1,1
30535008402,2004,0,0,3,1
30535008404,2004,1,1,1,1
30535008432,2004,1,1,1,1
30535008453,2004,1,1,0,3
30535008458,2004,0,0,0,2
30535008461,2004,3,3,1,1
30535008464,2004,0,0,0,4
30535008507,2004,1,1,1,0
30535008519,2004,0,0,1,2
30535009013,2004,0,0,1,1
30535009032,2004,0,0,0,1
30535009041,2004,0,0,1,0
30535009044,2004,0,0,1,1
30535009063,2004,2,2,1,1
30535009072,2004,0,0,1,1
30535009100,2004,1,1,1,3
30535009144,2004,0,0,1,1
30535009153,2004,2,2,1,2
30535009154,2004,0,0,1,1
30535009211,2004,3,3,1,1
30535009244,2004,0,0,1,1
30535009275,2004,1,1,1,1
30535009325,2004,0,0,3,3
30535009346,2004,0,0,1,1
30535009376,2004,0,0,1,1
30535009401,2004,1,1,1,1
30535009410,2004,1,1,1,0
30535009428,2004,2,2,1,1
30535009430,2004,1,1,1,2
30536010003,2004,1,1,1,3
30536010004,2004,1,1,1,1
30536010015,2004,0,0,1,1
30536010029,2004,2,2,1,1
30536010032,2004,0,0,0,2
30536010036,2004,2,2,1,1
30536010043,2004,0,0,1,1
30536010046,2004,0,0,1,1
30536010082,2004,1,1,1,1
30536010101,2004,0,0,1,2
30536010120,2004,1,1,1,1
30536010147,2004,0,0,1,1
30536010164,2004,1,1,1,1
30536010208,2004,0,0,0,1
30536010213,2004,0,0,0,1
30536010265,2004,1,1,1,1
30536010283,2004,0,0,0,1
30536010299,2004,0,0,3,2
30536010312,2004,1,1,3,1
30536010333,2004,1,1,1,3
30536011009,2004,2,2,1,0
30536011018,2004,0,0,1,1
30536011054,2004,0,0,0,1
30536011068,2004,0,0,1,2
30536011069,2004,0,0,1,0
30536011072,2004,0,0,0,1
30536011087,2004,1,1,1,2
30536011120,2004,2,2,1,1
30536011121,2004,1,1,1,0
30536011141,2004,1,1,2,2
30536011149,2004,3,3,1,2
30536011155,2004,0,0,1,1
30536011176,2004,1,1,1,1
30536011180,2004,2,2,1,1
30536011203,2004,1,1,1,1
30536011211,2004,0,0,0,2
30536011212,2004,2,2,1,1
30536011220,2004,1,1,1,1
30536011231,2004,1,1,1,1
30536011250,2004,1,1,1,1
30536027007,2004,1,1,0,2
30536027017,2004,0,0,1,1
30536027021,2004,0,0,0,2
30536027024,2004,0,0,1,1
30536027055,2004,1,1,1,1
30536027102,2004,0,0,0,1
30536027116,2004,0,0,0,2
30536027171,2004,0,0,1,1
30536027237,2004,0,0,1,1
30536027256,2004,0,0,1,0
30536027261,2004,1,1,1,0
30536027288,2004,3,3,1,1
30536027355,2004,0,0,1,1
30536027379,2004,3,3,2,1
30536027384,2004,0,0,1,1
30536027403,2004,2,2,1,2
30536027404,2004,3,3,3,1
30536027413,2004,0,0,1,2
30536027428,2004,4,4,2,1
30536027443,2004,0,0,0,1
30537006010,2004,0,0,1,1
30537006022,2004,1,1,1,2
30537006032,2004,0,0,1,4
30537006047,2004,0,0,0,1
30537006053,2004,0,0,1,2
30537006074,2004,2,2,2,2
30537006109,2004,0,0,1,1
30537006110,2004,0,0,1,1
30537006131,2004,1,1,1,2
30537006151,2004,1,1,1,0
30537006162,2004,0,0,0,1
30537006209,2004,5,5,1,1
30537006219,2004,0,0,1,1
30537006236,2004,0,0,0,2
30537006238,2004,1,1,3,2
30537006281,2004,3,3,3,2
30537006283,2004,3,3,1,0
30537006295,2004,0,0,0,1
30537006297,2004,1,1,1,1
30537006303,2004,1,1,1,2
30539003023,2004,0,0,1,1
30539003029,2004,0,0,1,1
30539003084,2004,0,0,0,1
30539003092,2004,0,0,1,1
30539003108,2004,1,1,1,4
30539003116,2004,2,2,1,1
30539003143,2004,1,1,1,1
30539003151,2004,0,0,1,1
30539003161,2004,0,0,0,1
30539003169,2004,0,0,1,0
30539003178,2004,1,1,1,1
30539003183,2004,0,0,0,1
30539003209,2004,0,0,0,1
30539003211,2004,0,0,1,1
30539003222,2004,0,0,0,2
30539003240,2004,3,3,2,1
30539003269,2004,1,1,1,1
30539003319,2004,0,0,1,1
30539003331,2004,4,4,1,3
30539003356,2004,2,2,1,3
30539024043,2004,0,0,1,3
30539024144,2004,1,1,1,1
30539024206,2004,0,0,2,0
30539024232,2004,0,0,1,1
30539024235,2004,2,2,1,2
30539024236,2004,0,0,1,0
30539024237,2004,0,0,1,1
30539024269,2004,0,0,1,1
30539024295,2004,0,0,0,1
